"rp","effect","Site","country","in_lab","Ntotal","B_or_W","design","or_stat_test","effect_type","effect_size","ntreatment","ncontrol","outcomes1_2","outcome_t1","outcome_c1","outcome_t2","outcome_c2","ml2_ncp_variance"
"ML1","Anchoring 3 - Everest","swpson","POL",0,138,"Between","control vs. treatment","Independent samples t-test","d",0.665941440277769,65,73,"mean _ SD",3197.38461538462,2740.76712328767,576.831463479252,779.460087720054,NA
"ML1","Anchoring 3 - Everest","tamu","USA",1,176,"Between","control vs. treatment","Independent samples t-test","d",2.4101988044731,100,76,"mean _ SD",4419.315,1783.90789473684,1036.69290051333,1147.38340209518,NA
"ML1","Anchoring 3 - Everest","tamuc","USA",1,79,"Between","control vs. treatment","Independent samples t-test","d",3.19980005221753,36,43,"mean _ SD",4589.54166666667,1258.02325581395,935.90575208496,1136.71795174847,NA
"ML1","Anchoring 3 - Everest","tamuon","USA",0,203,"Between","control vs. treatment","Independent samples t-test","d",1.76057052946379,101,102,"mean _ SD",4131.5297029703,2003.3137254902,987.544626388555,1395.44105473341,NA
"ML1","Anchoring 3 - Everest","tilburg","NLD",1,65,"Between","control vs. treatment","Independent samples t-test","d",1.51856364191114,17,48,"mean _ SD",3374.82352941176,1680.57291666667,1355.68431683477,807.255318239127,NA
"ML1","Anchoring 3 - Everest","ufl","USA",1,119,"Between","control vs. treatment","Independent samples t-test","d",2.6481451711291,59,60,"mean _ SD",4214.6779661017,1469.2,1125.7855102975,939.323793021125,NA
"ML1","Anchoring 3 - Everest","unipd","ITA",0,102,"Between","control vs. treatment","Independent samples t-test","d",1.0378121540657,46,56,"mean _ SD",3382.47826086957,2525.10714285714,744.122980849281,900.707084433142,NA
"ML1","Anchoring 3 - Everest","uva","USA",1,76,"Between","control vs. treatment","Independent samples t-test","d",2.31346973147822,35,41,"mean _ SD",3906.72857142857,1539.67073170732,1123.72761603603,911.571956908477,NA
"ML1","Anchoring 3 - Everest","vcu","USA",1,100,"Between","control vs. treatment","Independent samples t-test","d",3.83566893361038,49,51,"mean _ SD",4226.79591836735,1028.79411764706,968.808637571421,672.08563573752,NA
"ML1","Anchoring 3 - Everest","wisc","USA",1,91,"Between","control vs. treatment","Independent samples t-test","d",2.73017664251035,44,47,"mean _ SD",4377.01136363636,1529.01063829787,1107.3537936389,974.739627939518,NA
"ML1","Anchoring 3 - Everest","wku","USA",1,98,"Between","control vs. treatment","Independent samples t-test","d",2.88104889431784,44,54,"mean _ SD",4330.67045454545,1335.36111111111,817.090306579857,1222.35283258437,NA
"ML1","Anchoring 3 - Everest","wl","USA",1,86,"Between","control vs. treatment","Independent samples t-test","d",2.51458975334567,41,45,"mean _ SD",3998.63414634146,1595.5,1115.75913633045,762.703355893305,NA
"ML1","Anchoring 3 - Everest","wpi","USA",1,83,"Between","control vs. treatment","Independent samples t-test","d",2.32714424401688,34,49,"mean _ SD",3993.08823529412,1683.73469387755,923.483273056406,1056.7478762598,NA
"ML1","Anchoring 4 - Babies","abington","USA",1,75,"Between","control vs. treatment","Independent samples t-test","d",2.1377723415592,48,27,"mean _ SD",3469.0625,1103.27777777778,1350.1299607461,791.54077271597,NA
"ML1","Anchoring 4 - Babies","brasilia","BRA",1,78,"Between","control vs. treatment","Independent samples t-test","d",1.99324767072275,38,40,"mean _ SD",3680.57894736842,1065.3625,1472.38917137326,1129.13990404939,NA
"ML1","Anchoring 4 - Babies","charles","CZE",1,73,"Between","control vs. treatment","Independent samples t-test","d",2.15522728987175,41,32,"mean _ SD",3989.84146341463,1770.578125,1059.46188250819,999.076574524752,NA
"ML1","Anchoring 4 - Babies","conncoll","USA",1,84,"Between","control vs. treatment","Independent samples t-test","d",2.75633060312929,49,35,"mean _ SD",3952.32653061224,1298.65714285714,1038.16953070768,880.906382916019,NA
"ML1","Anchoring 4 - Babies","csun","USA",0,84,"Between","control vs. treatment","Independent samples t-test","d",2.06370457915207,43,41,"mean _ SD",4133.74418604651,1584.64634146341,1125.33636967169,1336.06884293018,NA
"ML1","Anchoring 4 - Babies","help","MYS",1,85,"Between","control vs. treatment","Independent samples t-test","d",2.72238974540334,40,45,"mean _ SD",3935.9125,886.477777777778,1275.51580259135,939.387535938586,NA
"ML1","Anchoring 4 - Babies","ithaca","USA",1,87,"Between","control vs. treatment","Independent samples t-test","d",3.18311251393161,44,43,"mean _ SD",4202.78409090909,1521.03488372093,851.220255415358,833.673878479417,NA
"ML1","Anchoring 4 - Babies","jmu","USA",0,158,"Between","control vs. treatment","Independent samples t-test","d",2.29029685671853,81,77,"mean _ SD",3821.14814814815,1519.15584415584,907.724498555469,1093.85303803303,NA
"ML1","Anchoring 4 - Babies","ku","TUR",0,91,"Between","control vs. treatment","Independent samples t-test","d",2.24939179297511,42,49,"mean _ SD",3872.16666666667,1385.61224489796,1313.78730443737,847.308725129319,NA
"ML1","Anchoring 4 - Babies","laurier","CAN",1,99,"Between","control vs. treatment","Independent samples t-test","d",2.41570210838624,52,47,"mean _ SD",4084.16346153846,1431.05319148936,1073.69282002629,1122.32296577254,NA
"ML1","Anchoring 4 - Babies","lse","GBR",1,247,"Between","control vs. treatment","Independent samples t-test","d",2.41840641488076,122,125,"mean _ SD",3882.97540983607,1501.44,1035.58741635411,931.149620266571,NA
"ML1","Anchoring 4 - Babies","luc","USA",1,130,"Between","control vs. treatment","Independent samples t-test","d",2.63768553410197,79,51,"mean _ SD",4002.42405063291,1338.46078431373,1051.93331199068,966.170010107627,NA
"ML1","Anchoring 4 - Babies","mcdaniel","USA",0,84,"Between","control vs. treatment","Independent samples t-test","d",2.48417548459863,36,48,"mean _ SD",3787.5,1387.53125,1021.98936952816,906.778224817215,NA
"ML1","Anchoring 4 - Babies","msvu","CAN",1,81,"Between","control vs. treatment","Independent samples t-test","d",2.43673383461341,48,33,"mean _ SD",3901.84375,1380.56060606061,1109.41118730311,954.151928396165,NA
"ML1","Anchoring 4 - Babies","mturk","USA",0,929,"Between","control vs. treatment","Independent samples t-test","d",2.33168156058032,476,453,"mean _ SD",4005.39075630252,1554.15673289183,1018.44321426001,1083.10827641264,NA
"ML1","Anchoring 4 - Babies","osu","USA",1,93,"Between","control vs. treatment","Independent samples t-test","d",2.42704022170759,46,47,"mean _ SD",3950.46739130435,1341.8085106383,1159.94035479882,982.376286896436,NA
"ML1","Anchoring 4 - Babies","oxy","USA",1,111,"Between","control vs. treatment","Independent samples t-test","d",2.30255924953134,56,55,"mean _ SD",3838.95535714286,1683.54545454545,976.128071313976,894.26768753528,NA
"ML1","Anchoring 4 - Babies","pi","USA",0,1178,"Between","control vs. treatment","Independent samples t-test","d",2.1997604598284,647,531,"mean _ SD",3957.13755795981,1701.09416195857,1054.0390681609,996.320569851515,NA
"ML1","Anchoring 4 - Babies","psu","USA",1,84,"Between","control vs. treatment","Independent samples t-test","d",3.50193047622902,44,40,"mean _ SD",4153.88636363636,1181.3375,776.419838654472,915.533740835899,NA
"ML1","Anchoring 4 - Babies","qccuny","USA",1,91,"Between","control vs. treatment","Independent samples t-test","d",3.01041631457112,48,43,"mean _ SD",4306.17708333333,1305.04651162791,935.231553359821,1054.9989664515,NA
"ML1","Anchoring 4 - Babies","qccuny2","USA",1,74,"Between","control vs. treatment","Independent samples t-test","d",2.65648070899357,47,27,"mean _ SD",3982.81914893617,1260.68518518519,1251.7994327538,730.121409136708,NA
"ML1","Anchoring 4 - Babies","sdsu","USA",1,143,"Between","control vs. treatment","Independent samples t-test","d",2.93236483343464,87,56,"mean _ SD",4029.18390804598,1430.09821428571,1001.57872217554,753.693248547341,NA
"ML1","Anchoring 4 - Babies","swps","POL",1,66,"Between","control vs. treatment","Independent samples t-test","d",2.98473292981253,34,32,"mean _ SD",4265.95588235294,1027.34375,1089.86147554331,1080.23571529775,NA
"ML1","Anchoring 4 - Babies","swpson","POL",0,138,"Between","control vs. treatment","Independent samples t-test","d",2.31068015559607,67,71,"mean _ SD",4027.5,1389.69014084507,988.603706183012,1276.33855608869,NA
"ML1","Anchoring 4 - Babies","tamu","USA",1,163,"Between","control vs. treatment","Independent samples t-test","d",2.47666746627481,93,70,"mean _ SD",4088.37634408602,1633.10714285714,1020.38359063786,961.460791866244,NA
"ML1","Anchoring 4 - Babies","tamuc","USA",1,77,"Between","control vs. treatment","Independent samples t-test","d",2.68480144763716,30,47,"mean _ SD",4201.76666666667,1432.77659574468,1036.07003435673,1026.62330528879,NA
"ML1","Anchoring 4 - Babies","tamuon","USA",0,209,"Between","control vs. treatment","Independent samples t-test","d",2.43982181720045,110,99,"mean _ SD",4146.81363636364,1671.67171717172,1045.44768484078,982.529547672263,NA
"ML1","Anchoring 4 - Babies","tilburg","NLD",1,66,"Between","control vs. treatment","Independent samples t-test","d",2.39925233446201,23,43,"mean _ SD",3921.26086956522,1520.55813953488,1120.43182492658,864.32131515139,NA
"ML1","Anchoring 4 - Babies","ufl","USA",1,113,"Between","control vs. treatment","Independent samples t-test","d",3.86648325745779,54,59,"mean _ SD",4330.16666666667,1125.64406779661,909.997947333368,738.719541357319,NA
"ML1","Anchoring 4 - Babies","unipd","ITA",0,104,"Between","control vs. treatment","Independent samples t-test","d",2.10650174707391,41,63,"mean _ SD",3649.80487804878,1406.99206349206,1213.97630165321,890.772121089445,NA
"ML1","Anchoring 4 - Babies","uva","USA",1,75,"Between","control vs. treatment","Independent samples t-test","d",3.12717592194203,33,42,"mean _ SD",4155.83333333333,1767.36904761905,719.490354203353,805.632360773759,NA
"ML1","Anchoring 4 - Babies","vcu","USA",1,97,"Between","control vs. treatment","Independent samples t-test","d",2.98540371624409,54,43,"mean _ SD",4153.99074074074,1311.17441860465,1058.1484696747,832.969443529485,NA
"ML1","Anchoring 4 - Babies","wisc","USA",1,88,"Between","control vs. treatment","Independent samples t-test","d",3.22819555827645,41,47,"mean _ SD",4067.36585365854,1437.62765957447,736.394120226987,885.957437563926,NA
"ML1","Anchoring 4 - Babies","wku","USA",1,91,"Between","control vs. treatment","Independent samples t-test","d",3.21849963794721,56,35,"mean _ SD",4417.38392857143,1258.92857142857,975.164135326932,987.485220610602,NA
"ML1","Anchoring 4 - Babies","wl","USA",1,83,"Between","control vs. treatment","Independent samples t-test","d",2.40849523544857,47,36,"mean _ SD",3803.14893617021,1558.30555555556,1048.43066944846,798.896670216205,NA
"ML1","Anchoring 4 - Babies","wpi","USA",1,80,"Between","control vs. treatment","Independent samples t-test","d",2.01208176141711,36,44,"mean _ SD",3899.51388888889,1637.63636363636,1128.63963302294,1119.63818576316,NA
"ML1","Gambler's Fallacy","abington","USA",1,80,"Between","control vs. treatment","Independent samples t-test","d",0.596235818505241,40,40,"mean _ SD",3.50587822747446,2.18112395606219,2.99723254474909,0.943370002888778,NA
"ML1","Gambler's Fallacy","brasilia","BRA",1,114,"Between","control vs. treatment","Independent samples t-test","d",0.367600553933287,63,51,"mean _ SD",3.19746622143763,2.16815469223452,3.48938763241655,1.87218784718635,NA
"ML1","Gambler's Fallacy","charles","CZE",1,72,"Between","control vs. treatment","Independent samples t-test","d",0.818829262101644,27,45,"mean _ SD",5.55021929368374,2.15263562510295,5.31422899967104,2.48850627864293,NA
"ML1","Gambler's Fallacy","conncoll","USA",1,83,"Between","control vs. treatment","Independent samples t-test","d",0.616213145162331,36,47,"mean _ SD",4.1559802584827,2.38798559829521,3.22136533289702,2.46710385027416,NA
"ML1","Gambler's Fallacy","csun","USA",0,92,"Between","control vs. treatment","Independent samples t-test","d",0.484250333557921,36,56,"mean _ SD",2.88930324591719,2.08093843690907,2.12783836062239,1.022500788357,NA
"ML1","Gambler's Fallacy","help","MYS",1,96,"Between","control vs. treatment","Independent samples t-test","d",0.514886719476822,45,51,"mean _ SD",3.46429743950133,2.18687219308335,2.87203976564607,2.01542596275358,NA
"ML1","Gambler's Fallacy","ithaca","USA",1,85,"Between","control vs. treatment","Independent samples t-test","d",0.732036033142028,32,53,"mean _ SD",3.14247513497187,1.80435052898194,2.278901835383,1.22041068067126,NA
"ML1","Gambler's Fallacy","jmu","USA",0,164,"Between","control vs. treatment","Independent samples t-test","d",0.709089439324877,78,86,"mean _ SD",4.15245998638869,2.21593726336182,3.39413537905159,1.84297552202515,NA
"ML1","Gambler's Fallacy","ku","TUR",0,104,"Between","control vs. treatment","Independent samples t-test","d",0.519863794544273,48,56,"mean _ SD",3.8640397061289,2.16499813010683,4.04843406336392,2.23002590042643,NA
"ML1","Gambler's Fallacy","laurier","CAN",1,106,"Between","control vs. treatment","Independent samples t-test","d",0.960998609887484,52,54,"mean _ SD",5.24484281685845,1.79959147960793,4.67484809226893,1.96247536868195,NA
"ML1","Gambler's Fallacy","lse","GBR",1,255,"Between","control vs. treatment","Independent samples t-test","d",0.636253011220764,119,136,"mean _ SD",4.18316130808321,2.10288171631003,4.015476642873,2.29264982427406,NA
"ML1","Gambler's Fallacy","luc","USA",1,142,"Between","control vs. treatment","Independent samples t-test","d",0.523556829607303,61,81,"mean _ SD",4.08318845099931,2.2352518855556,3.86648396800672,3.1569280354043,NA
"ML1","Gambler's Fallacy","mcdaniel","USA",0,93,"Between","control vs. treatment","Independent samples t-test","d",0.489286086980697,37,56,"mean _ SD",3.54118854381439,2.29624097700888,3.06421730442628,1.88644703575168,NA
"ML1","Gambler's Fallacy","msvu","CAN",1,73,"Between","control vs. treatment","Independent samples t-test","d",0.342359155305522,37,36,"mean _ SD",2.45448852740226,1.78847451110732,1.4249072537798,2.35341042035535,NA
"ML1","Gambler's Fallacy","mturk","USA",0,981,"Between","control vs. treatment","Independent samples t-test","d",0.614625560493759,470,511,"mean _ SD",3.75435596180638,2.20726000689885,3.06443291263498,1.81140702913608,NA
"ML1","Gambler's Fallacy","osu","USA",1,105,"Between","control vs. treatment","Independent samples t-test","d",0.112441628972416,51,54,"mean _ SD",3.30842924470662,2.98132074045538,2.66371579779551,3.13541318241554,NA
"ML1","Gambler's Fallacy","oxy","USA",1,102,"Between","control vs. treatment","Independent samples t-test","d",1.10283580797183,39,63,"mean _ SD",4.98372881052713,1.62851724790648,3.88090954674881,1.85750304613166,NA
"ML1","Gambler's Fallacy","pi","USA",0,1204,"Between","control vs. treatment","Independent samples t-test","d",0.69501662367322,507,697,"mean _ SD",3.7945880234913,1.85430869427833,3.42386375893479,1.96579692996691,NA
"ML1","Gambler's Fallacy","psu","USA",1,93,"Between","control vs. treatment","Independent samples t-test","d",0.622677434288573,33,60,"mean _ SD",3.49456710051639,2.06414197599162,2.128702845482,2.45418726985977,NA
"ML1","Gambler's Fallacy","qccuny","USA",1,93,"Between","control vs. treatment","Independent samples t-test","d",0.432996357826337,52,41,"mean _ SD",2.77961419771922,1.93902336391183,2.32730903858716,1.45643163384319,NA
"ML1","Gambler's Fallacy","qccuny2","USA",1,80,"Between","control vs. treatment","Independent samples t-test","d",0.331550303742867,36,44,"mean _ SD",2.88627201425737,2.18531852052337,2.60822664960439,1.46170377180379,NA
"ML1","Gambler's Fallacy","sdsu","USA",1,159,"Between","control vs. treatment","Independent samples t-test","d",0.606547107584528,70,89,"mean _ SD",3.70975697318952,2.28530886432223,2.69362969381578,1.94289305758856,NA
"ML1","Gambler's Fallacy","swps","POL",1,78,"Between","control vs. treatment","Independent samples t-test","d",0.115405632322338,38,40,"mean _ SD",1.82292815566481,1.69980296136771,1.14754086888077,0.979623105194728,NA
"ML1","Gambler's Fallacy","swpson","POL",0,154,"Between","control vs. treatment","Independent samples t-test","d",0.573712538531919,69,85,"mean _ SD",2.80447573386235,1.53283328768717,2.88074029041104,1.23580453615796,NA
"ML1","Gambler's Fallacy","tamu","USA",1,178,"Between","control vs. treatment","Independent samples t-test","d",0.717914435060423,77,101,"mean _ SD",3.70865924784048,1.95435940428841,3.10968391294873,1.50740973595706,NA
"ML1","Gambler's Fallacy","tamuc","USA",1,81,"Between","control vs. treatment","Independent samples t-test","d",0.710770917576587,33,48,"mean _ SD",3.3489131244839,1.88315656822727,2.62141284182883,1.27811883290331,NA
"ML1","Gambler's Fallacy","tamuon","USA",0,214,"Between","control vs. treatment","Independent samples t-test","d",0.582386749925628,98,116,"mean _ SD",3.83079889945259,2.25945398413589,3.28044505971492,1.94892311949202,NA
"ML1","Gambler's Fallacy","tilburg","NLD",1,74,"Between","control vs. treatment","Independent samples t-test","d",0.651276599733336,29,45,"mean _ SD",3.98978638530135,2.26789393637314,3.28071493400804,1.79360967427856,NA
